sep=,
From: 2023-01-01,Store: googleplay,Cid: 190747,To: 2023-09-13,Ext_id: com.BanqueMisr.MobileBanking
Submission date,Publication date,AppID,AppName,Country,Review Language,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Tags,Categories,Updated,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link,Device Name,OS
2023-07-13T01:58:41,2023-07-14T10:09:08,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Omar Gamal,5,,برنامج جميل,,,2023-07-13T11:24:08,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-07-14T10:09:08,,,,,0,0,,https://appfollow.io/gp/2168/review/5422323743?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5422323743,,
2023-07-13T01:54:41,2023-07-14T10:09:08,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Tarek Allam,1,,سيء جدا,,,2023-07-13T11:26:10,بنعتذر لحضرتك جدا و بناكد على حرصنا الدائم لتقديم أفضل خدمة لسيادتكم ممكن تتواصل معانا من خلال Bm19888@banquemisr.com او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.,,,,2023-07-14T10:09:08,,,,,0,0,,https://appfollow.io/gp/2168/review/5422323742?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5422323742,,
2023-07-12T22:24:05,2023-07-14T10:09:08,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Ali Ali,1,,هل يوجد مشكلة بالتحويل السريع احاول التحويل أكثر من مرة ولكن يقول رمز التأكيد للتحويل خطأ وانا متأكد مائة بالمائة أن الرمز صحيح ما المشكلة ؟,,,2023-07-13T11:27:10,بنعتذر لحضرتك جدا و بناكد على حرصنا الدائم لتقديم أفضل خدمة لسيادتكم ممكن تتواصل معانا من خلال Bm19888@banquemisr.com او التواصل على المحادثة الفورية من خلال الموقع الرسمي لبنك مصر او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.,,,,2023-07-14T10:09:08,,,,,0,0,,https://appfollow.io/gp/2168/review/5422323741?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5422323741,,
2023-07-12T21:54:04,2023-07-14T10:09:08,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Sherif Mahmoud68,1,,تطبيق و بنك سئ بل وأكثر من سئ خصم من الحسابات دون أي مبالاه بالصحيح و الخطأ,,,2023-07-13T11:27:15,بنعتذر لحضرتك جدا و بناكد على حرصنا الدائم لتقديم أفضل خدمة لسيادتكم ممكن تتواصل معانا من خلال Bm19888@banquemisr.com او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.,,,,2023-07-14T10:09:08,,,,,0,0,,https://appfollow.io/gp/2168/review/5422323740?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5422323740,,
2023-07-12T21:50:42,2023-09-13T01:36:57,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,wesam mahmoud,5,,التطبيق بقا افصل ويغني عن الذهاب اللي البنك,,,2023-07-13T11:28:10,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-09-13T01:36:57,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564175?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564175,,
2023-07-12T20:03:54,2023-07-14T10:09:08,com.BanqueMisr.MobileBanking,,,ar,,حمدي رمضان,1,,فاشل وخساره الاعلان اللي ارفين بيه تسجل ببطاقه البنك ميسجلش تسجل برقم الحساب ميسجلش اللي سجل فيه ياجماعه يقول الطريقة كيف,,,2023-07-12T20:51:55,"يرجي العلم بأنه للأشتراك فى خدمة الانترنت والموبايل البنكى يجب أولاً تقديم طلب من خلال أقرب فرع ثم يتم التسجيل علي الخدمة ويمكنكم متابعة خطوات التسجيل من خلال الموقع الرسمي للبنك, وفي حالة إجراء ذلك بالفعل مع وجود مشكلة في التسجيل يرجي التواصل معنا من Bm19888@banquemisr.com اوالتواصل على المحادثة الفورية من خلال موقع بنك مصر او الاتصال علي 19888",,,,2023-07-14T10:09:08,,,,,0,0,,https://appfollow.io/gp/2168/review/5422323739?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5422323739,,
2023-07-12T16:41:52,2023-09-13T01:36:57,com.BanqueMisr.MobileBanking,,,en,2.2.0.19,Wagdy Elkhyat,4,,Good,,,2023-07-29T09:48:02,"Thanks for your positive review, and we hope that we will always be at your best, We are pleased to receive an rating from you
",,,,2023-09-13T01:36:57,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564174?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564174,,
2023-07-12T16:02:14,2023-07-14T10:09:08,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Sayed Kamal,5,,تمام جدا ومميز اى استفسار بخصوص اى حاجه في البنك,,,2023-07-12T20:53:09,"شكرا علي وقتك في كتابة التقييم , تقييمك مهم جدا عشان تقدر تستفاد بالخدمة بشكل أفضل
",,,,2023-07-14T10:09:08,,,,,0,0,,https://appfollow.io/gp/2168/review/5422323738?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5422323738,,
2023-07-12T13:57:24,2023-07-14T10:09:08,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Eslam Saied,5,,رضي,,,2023-07-12T20:53:37,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك
",,,,2023-07-14T10:09:08,,,,,0,0,,https://appfollow.io/gp/2168/review/5422323737?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5422323737,,
2023-07-12T13:33:56,2023-07-14T10:09:08,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Said Oraby,1,,شكراً جزيلاً علي هذا العمل الرائع لكونه سهل لي أشياء كثيرا جداً وعلي سبيل المثال وليس الحصر أي تحويل نقدي لحظي لأي شخص أكرر الشكر لكم ودواما من نجاح الي نجاح,,,2023-07-12T20:54:15,"شكرا لتعليقك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك و يسعدنا الحصول على تقييم من حضرتك
",,,,2023-07-14T10:09:08,,,,,0,0,,https://appfollow.io/gp/2168/review/5422323736?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5422323736,,
2023-07-12T08:55:11,2023-07-14T10:09:08,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,أشرف حبيب,5,,تطبيق رائع وخدمات ممتازه,,,2023-07-12T09:56:08,سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك,,,,2023-07-14T10:09:08,,,,,0,0,,https://appfollow.io/gp/2168/review/5422323735?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5422323735,,
2023-07-11T22:38:51,2023-07-13T10:08:56,com.BanqueMisr.MobileBanking,,,ar,2.2.0.15,ebrahim elnabwy,5,,شكرا جزيلا,,,2023-07-12T09:57:01,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك

",,,,2023-07-13T10:08:56,,,,,0,0,,https://appfollow.io/gp/2168/review/5419830179?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5419830179,,
2023-07-11T17:42:35,2023-07-13T10:08:56,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Ahmed Shafeeq,5,,بنك محترم جدا,,,2023-07-12T10:01:21,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك

",,,,2023-07-13T10:08:56,,,,,0,0,,https://appfollow.io/gp/2168/review/5419830178?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5419830178,,
2023-07-11T17:18:52,2023-07-13T10:08:56,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Mohamed Seif,1,,تطبيق اكثر من فاشل,,,2023-07-12T10:02:36,"
بنعتذر لحضرتك جدا و بناكد على حرصنا الدائم لتقديم أفضل خدمة لسيادتكم ممكن تتواصل معانا من خلال Bm19888@banquemisr.com او  الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.
",,,,2023-07-13T10:08:56,,,,,0,0,,https://appfollow.io/gp/2168/review/5419830177?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5419830177,,
2023-07-11T15:01:47,2023-07-13T10:08:56,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Mydo Ana,4,,برنامج جيد سهل في التعامل بس في مشكله فالبرنامج بيقول خطأ في الشبكه ياريت تحلو المشكله دي في اقرب وقت,,,2023-07-12T10:05:24,"
بنعتذر لحضرتك جدا و بناكد على حرصنا الدائم لتقديم أفضل خدمة لسيادتكم ممكن تتواصل معانا من خلال Bm19888@banquemisr.com وتوضيح صورة من الخطا الوارد اليكم او التواصل على المحادثة الفورية من خلال الموقع الرسمي لبنك مصر او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.",,,,2023-07-13T10:08:56,,,,,0,0,,https://appfollow.io/gp/2168/review/5419830176?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5419830176,,
2023-07-11T09:23:56,2023-07-13T10:08:56,com.BanqueMisr.MobileBanking,,,en,2.2.0.19,Mohamed Yussef,5,,Good App,,,2023-07-11T15:07:11,"Thank you for taking the time to write this feedback, we are very pleased with your positive review
",,,,2023-07-13T10:08:56,,,,,0,0,,https://appfollow.io/gp/2168/review/5419830175?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5419830175,,
2023-07-11T08:57:22,2023-07-13T10:08:56,com.BanqueMisr.MobileBanking,,,ar,,Yasser Rabie,1,,تطبيق سئ جدا جدا .. و لا يمكن الاتصال بخدمة العملاء تليفونيا لتدارك المشكلة التي تواجهنا علي رقم 19888,,,2023-07-11T15:05:40,"بنعتذر لحضرتك جدا و بناكد على حرصنا الدائم لتقديم أفضل خدمة لسيادتكم ممكن تتواصل معانا من خلال Bm19888@banquemisr.com او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.
",,,,2023-07-13T10:08:56,,,,,0,0,,https://appfollow.io/gp/2168/review/5419830174?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5419830174,,
2023-07-11T08:54:34,2023-09-13T01:36:57,com.BanqueMisr.MobileBanking,,,en,2.2.0.17,Haitham Said,5,,amazing app,,,2023-07-11T15:04:42,Thank you for taking the time to write this feedback and we hope to live up to your expectations,,,,2023-09-13T01:36:57,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564173?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564173,,
2023-07-11T08:04:24,2023-07-13T10:08:56,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Aboadnan Salim,1,,من اسبوع بحاول ادخل و كل مرة بيطلب المحاولة بوقت اخر كلمة خدمة العملاء قلي حدث التطبيق و التطبيق اخر اصدار مفيش اصدار احدث غو اي تحديث في مشكلة بالسستم عندكم يا ريت تلاقو حل ليها,,,2023-07-11T15:03:34,"بنعتذر لحضرتك جدا و بناكد على حرصنا الدائم لتقديم أفضل خدمة لسيادتكم ممكن تتواصل معانا من خلال Bm19888@banquemisr.com او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.
",,,,2023-07-13T10:08:56,,,,,0,0,,https://appfollow.io/gp/2168/review/5419830173?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5419830173,,
2023-07-11T03:31:19,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,ar,,احمد صالح,1,,البرنامج لايعمل لدى واتصلت الخدمة وذهبت الى البنك مفيش حد حل المشكله معرفش وبعت شكوى على الموقع برضو مفيش فايدة ورسالة عبر الجميل ومحدش حل المشكله والبرنامج يقول اتصل بالبنك,,,2023-07-11T15:02:36,"بنعتذر لحضرتك جدا و بناكد على حرصنا الدائم لتقديم أفضل خدمة لسيادتكم ممكن تتواصل معانا من خلال Bm19888@banquemisr.com او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.
",,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5416901752?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5416901752,,
2023-07-11T00:27:27,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,fa,2.2.0.19,kmal ali,5,,ممتاز,,,2023-07-11T15:01:02,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5416901751?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5416901751,,
2023-07-10T21:14:46,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Ahmed Abo aly,1,,برنامج فيه مشكله مش عارف اعمل تسجيل دخول يقولى وقت غير مناسب,,,2023-07-10T21:20:30,"بنعتذر لحضرتك على المشكلة التي تواجه سيادتكم بالتطبيق ممكن تتواصل معانا علي Bm19888@banquemisr.com او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك وللتعرف على أسبابها والتأكد من عدم تكرارها مرة أخرى.
",,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5416901750?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5416901750,,
2023-07-10T18:20:43,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,احمد هريدى,4,,برنامج كويس وبيسهل حاجات كتير كانت ممكن تاخد اليوم كله .,,,2023-07-10T19:57:06,"
شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك",,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5416901749?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5416901749,,
2023-07-10T16:52:53,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Jopa,1,,تطبيق زفت مش بيشتغل ايه الفائدة منه لما بيقولي: ارجع للبنك!,,,2023-07-10T19:56:10,"بنعتذر لحضرتك جدا و بناكد على حرصنا الدائم لتقديم أفضل خدمة لسيادتكم ممكن تتواصل معانا من خلال Bm19888@banquemisr.com او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.
",,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5416901748?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5416901748,,
2023-07-10T16:04:31,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,ar,,shefa rivo,4,,ممتاز لكن عندي اقتراح وهو فتح تحميل تفاصيل الشهادات السماح بتعديل تجديد او عدم تجديد الشهاده عند الاستحقاق ما سوي ذلك برافو بنك مصر شجعني سرعة الرد من قبل حضراتكم ان أتقدم ب اقتراح اخر وهو إتاحة تطبيق الموبايل ابليكيشن ل ولي أمر القاصر خصوصا لمن تجاوز ال ١٥ سنه ...وذلك للإطلاع علي الحسابات . وعمل شهادات مع عدم السماح بالتحويل عن طريق token..... رجاء دراسه هذا الاقتراح أيضا,,,2023-07-06T20:19:30,"سعداء جدا باقتراح سيادتكم ونؤكد أنه سيتم دراسته من جانب الإدارة المختصة لتقديمه في أفضل صورة ممكنة.
",,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5406228231?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5406228231,,
2023-07-10T14:46:05,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,fa,2.2.0.19,محمود حجي,1,,خدمه رائعه,,,2023-07-10T16:26:04,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5416901747?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5416901747,,
2023-07-10T14:05:52,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,mohamed fahmy,4,,البرنامج ممتاز وارجو الافضل في القادم,,,2023-07-10T16:27:50,سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك,,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5416901746?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5416901746,,
2023-07-10T11:55:45,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,fa,2.2.0.18,ابراهيم سعيد العجوز,5,,ممتاز,,,2023-07-10T12:40:25,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5416901745?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5416901745,,
2023-07-10T11:17:09,2023-09-13T01:36:57,com.BanqueMisr.MobileBanking,,,en,2.2.0.19,Amr Sowefy,5,,All what you need is in there,,,2023-07-10T11:42:46,Thank you for taking the time to write this feedback and we hope to live up to your expectations,,,,2023-09-13T01:36:57,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564172?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564172,,
2023-07-10T10:10:21,2023-09-13T01:36:57,com.BanqueMisr.MobileBanking,,,en,2.2.0.19,Mohammad abo donia,5,,excellent app,,,2023-07-10T11:43:34,"Thank you for taking the time to write this feedback and we hope to live up to your expectations

",,,,2023-09-13T01:36:57,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564171?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564171,,
2023-07-10T09:33:22,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,mohammed maarouf,5,,اسهل طريقة للتسجيل والدخول,,,2023-07-10T11:44:25,سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك,,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5416901744?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5416901744,,
2023-07-10T09:01:01,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,محمد عثمان باشا,5,,تطبيق فوق الممتاز❤️,,,2023-07-10T11:45:30,"سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك

",,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5416901743?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5416901743,,
2023-07-10T08:54:46,2023-09-13T01:36:57,com.BanqueMisr.MobileBanking,,,en,2.2.0.19,Ahmad Galalelden,5,,good,,,2023-07-10T11:46:29,"
Thank you for taking the time to write this feedback and we hope to live up to your expectations
",,,,2023-09-13T01:36:57,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564170?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564170,,
2023-07-10T08:25:29,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Mohamed El Sheikh,5,,تطبيق محترم وبيغني الواحد عن البنك,,,2023-07-10T11:47:29,"
شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك",,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5416901742?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5416901742,,
2023-07-10T07:53:31,2023-07-12T10:08:44,com.BanqueMisr.MobileBanking,,,fa,2.2.0.18,عبده ربه,5,,ممتاز,,,2023-07-10T11:49:29,"شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك

",,,,2023-07-12T10:08:44,,,,,0,0,,https://appfollow.io/gp/2168/review/5416901741?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5416901741,,
2023-07-10T01:58:37,2023-09-13T01:36:57,com.BanqueMisr.MobileBanking,,,en,2.2.0.18,الدين و الحياة,5,,Excellent service,,,2023-07-10T11:50:51,"Thank you for taking the time to write this feedback, we are very pleased with your positive review",,,,2023-09-13T01:36:57,,,,,1,0,,https://appfollow.io/gp/2168/review/5530564169?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564169,,
2023-07-10T00:23:53,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,fa,2.2.0.19,Om Kamal,5,,ممتاز,,,2023-07-10T11:51:42,"
شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك

",,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216504?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216504,,
2023-07-10T00:21:06,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Yaser Mido,5,,جيد,,,2023-07-10T11:51:45,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216503?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216503,,
2023-07-09T22:15:45,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,fa,2.2.0.19,عبدالناصر عويس,5,,ممتاز,,,2023-07-10T11:51:44,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216502?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216502,,
2023-07-09T21:52:11,2023-09-13T01:36:57,com.BanqueMisr.MobileBanking,,,en,2.2.0.19,Mohamed Monir,5,,good app,,,2023-07-10T11:51:59,"Thank you for taking the time to write this feedback, we are very pleased with your positive review",,,,2023-09-13T01:36:57,,,,,0,0,,https://appfollow.io/gp/2168/review/5530564168?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5530564168,,
2023-07-09T19:02:50,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Mohamed khaled,5,,❤️,,,2023-07-09T19:23:42,"
سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك",,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216501?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216501,,
2023-07-09T18:42:18,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,bedir khalifa,5,,يرجي التعديل ليتم التسجيل علي التطبيق اون لاين فقط بدون مراجعة فرع البنك ليكون أسهل للمقيميين خارج مصر,,,2023-07-09T21:26:11,"سعداء جدا باقتراح سيادتكم ونؤكد أنه سيتم دراسته من جانب الإدارة المختصة لتقديمه في أفضل صورة ممكنة.
",,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216500?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216500,,
2023-07-09T18:38:10,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,fa,2.2.0.18,محمـmohamedــد الشـelshemiـــيمي,5,,روعه,,,2023-07-09T19:22:36,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216499?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216499,,
2023-07-09T17:48:52,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Joseph Adly,5,,♥️👍♥️👍,,,2023-07-09T19:21:51,سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك,,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216498?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216498,,
2023-07-09T17:28:41,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Philib Elghaly,5,,موفقين بس توكين مش شغال خالص,,,2023-07-09T19:21:12,بنعتذر لحضرتك جدا و بناكد على حرصنا الدائم لتقديم أفضل خدمة لسيادتكم ممكن تتواصل معانا من خلال Bm19888@banquemisr.com او الاتصال علي 19888 وذلك حفاظا علي سرية المعلومات الخاصة بك و لحل المشكلة التي تواجه سيادتكم.,,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216497?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216497,,
2023-07-09T16:23:16,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,hany zezo,5,,تطبيق مميز,,,2023-07-09T19:19:56,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216496?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216496,,
2023-07-09T16:15:57,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,fa,2.2.0.18,مينا نبيل,5,,ممتاز جدا,,,2023-07-09T19:18:52,"شكرا علي وقتك في كتابة التقييم , تقييمك مهم جدا عشان تقدر تستفاد بالخدمة بشكل أفضل
",,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216495?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216495,,
2023-07-09T15:31:15,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,ar,2.2.0.19,Abd Elsalam,5,,جيد جداً,,,2023-07-09T19:18:41,سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك,,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216494?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216494,,
2023-07-09T15:21:54,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,ar,2.2.0.18,Aaya hlal,5,,أجمل بنك,,,2023-07-09T19:17:16,شكرا علي تقيمك و نتمني ان نكون علي مستوي توقعاتك,,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216493?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216493,,
2023-07-09T14:22:44,2023-07-11T10:08:19,com.BanqueMisr.MobileBanking,,,fa,2.2.0.18,Mhummud Mhummud,5,,ممتاز,,,2023-07-09T14:45:56,سعداء لتقييمك الايجابي و بنتمني اننا نكون دايما عند حسن ظنك,,,,2023-07-11T10:08:19,,,,,0,0,,https://appfollow.io/gp/2168/review/5413216492?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/445008?review_id=5413216492,,
